stationID,Formula,Latest,Today,7 days,Month,Year
94,AVG(% RH),-,-,73.4,77.3,73.6
94,AVG(mps),0.0,0.0,0.8,0.8,1.3
94,AVG(hPa),892.4,892.4,893.1,894.9,897.8
94,MAX(mps),0.00,0.00,2.50,2.50,7.50
94,SUM(mm),0.0,0.0,0.0,0.0,0.2
94,AVG(C),-,-,12.2,15.6,16.6
