stationID,Formula,Latest,Today,7 days,Month,Year
90,AVG(% RH),67.5,67.5,58.3,60.9,66.1
90,AVG(mps),-,-,2.3,1.8,1.8
90,AVG(hPa),711.1,711.1,812.2,814.4,814.7
90,MAX(mps),-,-,7.50,7.50,7.50
90,SUM(mm),0.0,0.0,0.0,0.0,0.2
90,AVG(C),16.7,16.7,20.6,19.7,19.5
