stationID,Formula,Latest,Today,7 days,Month,Year
71,AVG(% RH),-,-,73.5,70.9,76.8
71,AVG(mps),0.0,0.0,0.8,0.9,0.8
71,AVG(hPa),882.3,882.3,884.3,881.3,880.4
71,MAX(mps),0.00,0.00,7.50,7.50,7.50
71,SUM(mm),0.0,0.0,0.0,0.0,0.6
71,AVG(C),-,-,25.0,25.7,23.8
