stationID,Formula,Latest,Today,7 days,Month,Year
81,AVG(% RH),38.5,38.5,29.9,29.9,29.9
81,AVG(mps),1.5,1.5,1.7,1.7,1.7
81,AVG(hPa),892.6,892.6,886.0,886.0,886.0
81,MAX(mps),5,5,7.5,7.5,7.5
81,SUM(mm),0.0,0.0,0.0,0.0,5.4
81,AVG(C),22.0,22.0,25.3,25.1,61.2
