stationID,Formula,Latest,Today,7 days,Month,Year
88,AVG(% RH),-,-,-,-,65.0
88,AVG(mps),0.0,0.0,0.3,0.3,0.5
88,AVG(hPa),921.9,920.4,917.8,920.0,922.0
88,MAX(mps),0.00,0.00,7.50,7.50,7.50
88,SUM(mm),0.0,0.0,0.0,0.0,0.0
88,AVG(C),-,-,-,-,11.1
