stationID,Formula,Latest,Today,7 days,Month,Year
53,AVG(% RH),-,-,72.2,72.2,78.5
53,AVG(mps),0.0,0.0,0.9,1.0,0.6
53,AVG(hPa),-,-,-,-,-
53,MAX(mps),0.00,2.50,7.50,7.50,7.50
53,SUM(mm),0.0,0.0,0.0,2.8,2.8
53,AVG(C),-,-,24.8,24.8,23.4
