stationID,Formula,Latest,Today,7 days,Month,Year
76,AVG(% RH),82.0,82.0,75.0,81.3,84.1
76,AVG(mps),0.0,0.0,2.2,1.5,1.1
76,AVG(hPa),888.3,888.3,884.0,886.7,886.4
76,MAX(mps),0.00,0.00,7.50,7.50,7.50
76,SUM(mm),0.0,0.0,0.0,1.0,1.4
76,AVG(C),20.9,20.9,23.1,23.1,22.2
