stationID,Formula,Latest,Today,7 days,Month,Year
78,AVG(% RH),-,96.8,87.3,81.9,82.0
78,AVG(mps),0.0,0.0,2.7,2.4,2.3
78,AVG(hPa),892.7,892.2,890.1,890.2,890.1
78,MAX(mps),0,0.00,7.50,7.50,7.50
78,SUM(mm),0.0,0.0,0.6,0.6,4.4
78,AVG(C),18.8,20.1,21.4,23.1,22.6
