STATIONID,DATETIME,AIRTEMP(T),RH,SOLAR,WINDSPEED,W.DIRECTION,RAIN,SOILTEMPERATURE(T1),PRESSURE
58,"2021-05-18,16:30",28.00,60.50,-,0,211.724,0,26.68,-
58,"2021-05-18,16:45",27.80,61.20,-,0,203.448,0,26.68,-
58,"2021-05-18,17:15",27.90,65.00,-,0,203.448,0,26.68,-
58,"2021-05-18,18:15",-,-,-,2.50,204.658,0,26.62,-
58,"2021-05-18,18:30",-,-,-,2.50,204.658,0,26.56,-
58,"2021-05-18,19:15",-,-,-,2.50,205.256,0,26.37,-
58,"2021-05-18,20:15",-,-,-,0,206.027,0,26.12,-
58,"2021-05-18,21:15",-,-,-,2.50,204.658,0,25.87,-
58,"2021-05-18,22:15",-,-,-,0,204.658,0,25.62,-
58,"2021-05-18,23:15",-,-,-,0.00,205.256,0,25.37,-
58,"2021-05-19,00:15",-,-,-,0,206.027,0,25.18,-
58,"2021-05-19,01:15",-,-,-,0.00,203.891,0,25.00,-
58,"2021-05-19,02:15",-,-,-,5.00,205.256,0,24.81,-
58,"2021-05-19,03:15",-,-,-,2.50,206.027,0,24.62,-
58,"2021-05-19,04:15",-,-,-,0.00,205.256,0,24.56,-
58,"2021-05-19,05:15",-,-,-,0,205.256,0,24.37,-
58,"2021-05-19,06:15",-,-,-,0,205.256,0,24.25,-
58,"2021-05-19,07:15",-,-,-,0,205.256,0,24.25,-
58,"2021-05-19,08:15",-,-,-,2.50,205.256,0,24.18,-
58,"2021-05-19,08:45",20.00,94.90,-,0.00,203.288,0,24.25,-
58,"2021-05-19,09:15",-,-,-,0.00,203.891,0,24.25,-
58,"2021-05-19,10:15",21.40,87.50,-,5.00,210.137,0,24.37,-
58,"2021-05-19,11:15",23.60,82.00,-,0,203.288,0,24.62,-
58,"2021-05-19,12:15",26.6,69.00,-,0,204.055,0,25.06,-
58,"2021-05-19,13:15",28.10,60.50,-,0,204.221,0,25.75,-
58,"2021-05-19,14:15",30.00,57.00,-,0,212.526,0,26.18,-
58,"2021-05-19,15:15",29.90,57.10,-,0,203.448,0,26.56,-
58,"2021-05-19,16:15",26.40,63.80,-,2.50,204.658,0,26.62,-
58,"2021-05-19,17:15",-,-,-,2.50,204.658,0,26.50,-
58,"2021-05-19,17:30",25.30,73.40,-,5.00,204.658,0,26.37,-
58,"2021-05-19,18:15",-,-,-,2.50,204.658,0,26.31,-
58,"2021-05-19,19:15",-,-,-,0.00,204.658,0,26.12,-
58,"2021-05-19,20:15",-,-,-,0,204.658,0,25.87,-
58,"2021-05-19,21:15",-,-,-,0.00,205.256,0,25.68,-
58,"2021-05-19,22:15",-,-,-,0.00,205.256,0,25.43,-
58,"2021-05-19,23:15",-,-,-,0,205.256,0,25.25,-
58,"2021-05-20,00:15",-,-,-,2.50,205.256,0,25.12,-
58,"2021-05-20,01:15",-,-,-,2.50,205.256,0,25.06,-
58,"2021-05-20,02:15",-,-,-,5.00,204.658,0,24.93,-
58,"2021-05-20,03:15",-,-,-,5.00,205.256,0,24.56,-
58,"2021-05-20,04:15",-,-,-,0,205.256,0,24.43,-
58,"2021-05-20,05:15",-,-,-,2.50,203.891,0,24.43,-
58,"2021-05-20,06:15",-,-,-,0,205.256,0,24.37,-
58,"2021-05-20,07:15",-,-,-,2.50,205.256,0,24.31,-
58,"2021-05-20,08:15",21.80,85.10,-,0.00,204.658,0,24.18,-
58,"2021-05-20,09:15",24.60,72.90,-,0.00,204.055,0,24.31,-
58,"2021-05-20,10:15",25.70,73.10,-,2.50,204.055,0,24.81,-
58,"2021-05-20,11:15",28.50,64.00,-,0,204.828,0,,-
58,"2021-05-20,12:15",29.00,61.20,-,2.50,203.448,0,25.62,-
58,"2021-05-20,13:15",-,59.90,-,5.00,203.611,0,26.37,-
58,"2021-05-20,14:15",28.40,62.00,-,5.00,202.837,0,26.87,-
58,"2021-05-20,15:15",30.80,54.70,-,0.00,202.837,0,27.18,-
58,"2021-05-20,16:15",0.00,54.50,-,0,203.611,0,27.31,-
58,"2021-05-20,17:15",-,-,-,5.00,204.055,0,27.31,-
58,"2021-05-20,18:15",-,-,-,2.50,203.891,0,26.25,-
58,"2021-05-20,19:15",-,-,-,0.00,205.256,0,26.00,-
58,"2021-05-20,20:15",-,-,-,0,204.658,0,25.87,-
58,"2021-05-20,20:30",-,-,-,0,203.891,0,25.87,-
58,"2021-05-20,20:45",-,-,-,0,205.256,0,25.87,-
58,"2021-05-20,21:15",-,-,-,0,203.891,0,25.81,-
58,"2021-05-20,22:15",-,-,-,0,205.256,0,25.62,-
58,"2021-05-20,23:15",-,-,-,0,203.891,0,25.43,-
58,"2021-05-21,00:15",-,-,-,0,205.256,0,25.31,-
58,"2021-05-21,01:15",-,-,-,0,205.256,0,25.18,-
58,"2021-05-21,02:15",-,-,-,0.00,206.027,0,25.06,-
58,"2021-05-21,03:15",-,-,-,0.00,203.891,0,25.00,-
58,"2021-05-21,03:30",-,-,-,0.00,205.256,0,24.93,-
58,"2021-05-21,04:15",-,-,-,0,205.256,0,24.81,-
58,"2021-05-21,05:15",-,-,-,0,205.256,0,24.62,-
58,"2021-05-21,06:15",-,-,-,0.00,205.256,0,24.43,-
58,"2021-05-21,07:15",-,-,-,0.00,205.256,0,24.25,-
58,"2021-05-21,09:30",23.20,85.20,-,0,204.658,0,24.37,-
58,"2021-05-21,10:15",25.30,74.60,-,2.50,204.055,0,24.62,-
58,"2021-05-21,11:15",27.50,67.30,-,0,204.055,0,25.12,-
58,"2021-05-21,12:15",27.70,66.90,-,2.50,204.055,0,25.50,-
58,"2021-05-21,13:15",28.70,64.10,-,0,204.828,0,26.00,-
58,"2021-05-21,14:15",30.70,57.20,-,0,203.611,0,26.50,-
58,"2021-05-21,17:30",-,-,-,2.50,203.288,0,25.56,-
58,"2021-05-21,18:15",-,-,-,0,209.352,0,25.62,-
58,"2021-05-21,19:15",-,-,-,0,205.256,0,25.62,-
58,"2021-05-21,20:15",-,-,-,0,204.658,0,25.56,-
58,"2021-05-21,21:15",-,-,-,0,205.256,0,25.37,-
58,"2021-05-22,00:15",-,-,-,0,205.256,0,24.93,-
58,"2021-05-22,01:15",-,-,-,0.00,205.256,0,24.81,-
58,"2021-05-22,01:30",-,-,-,0,205.256,0,24.75,-
58,"2021-05-22,01:45",-,-,-,2.50,206.027,0,24.68,-
58,"2021-05-22,02:15",-,-,-,0,205.256,0,24.62,-
58,"2021-05-22,03:15",-,-,-,2.50,205.256,0,24.50,-
58,"2021-05-22,04:15",-,-,-,0,205.256,0,24.31,-
58,"2021-05-22,05:15",-,-,-,0,205.256,0,24.18,-
58,"2021-05-22,06:15",-,-,-,0,205.256,0,24.06,-
58,"2021-05-22,17:00",23.80,71.40,-,2.50,204.658,0,26.93,-
58,"2021-05-22,17:15",-,-,-,5.00,204.658,0,26.87,-
58,"2021-05-22,19:15",-,-,-,0,205.256,0,26.25,-
58,"2021-05-22,19:30",-,-,-,0,210.717,0,26.25,-
58,"2021-05-22,20:15",-,-,-,0.00,205.256,0,26.06,-
58,"2021-05-22,21:15",-,-,-,2.50,205.256,0,25.81,-
58,"2021-05-22,22:15",-,-,-,2.50,204.658,0,25.68,-
58,"2021-05-22,23:15",-,-,-,2.50,204.658,0,25.62,-
58,"2021-05-23,00:15",-,-,-,2.50,206.027,0,25.50,-
58,"2021-05-23,01:15",-,-,-,0.00,205.256,0,25.37,-
58,"2021-05-23,02:15",-,-,-,0,205.256,0,25.25,-
58,"2021-05-23,03:15",-,-,-,0.00,205.256,0,25.12,-
