RTC_T=2021-01-31,17:12:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=31.84 RH_SHT2X=31.9
RTC_T=2021-01-31,17:12:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=31.84 RH_SHT2X=31.92 [ADDR=73.93 SEQ=62 TTL=14 RSSI=43 LQI=255]
RTC_T=2021-01-31,17:13:00 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.19 V_A2=2.83 windSpeed=0.00 ADC_1=-0.010000 [ADDR=252.194 SEQ=124 TTL=15 RSSI=29 LQI=255]
RTC_T=2021-01-31,17:13:00 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.19 V_A2=2.83 windSpeed=0.00 ADC_1=-0.010000 [ADDR=252.194 SEQ=124 TTL=14 RSSI=42 LQI=255]
RTC_T=2021-01-31,17:13:56 &: NAME=bdd-gnd E64=fcc23d0000000ea0 V_IN=3.76 #E_wv(V_A1) #E_wv(V_A2) P=869.20 T1=25.93 P0_LST60=0 P0_LST=3 [ADDR=252.194 SEQ=14 TTL=15 RSSI=54 LQI=255]
RTC_T=2021-01-31,17:13:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=31.93 RH_SHT2X=32.38 [ADDR=73.93 SEQ=66 TTL=15 RSSI=37 LQI=255]
RTC_T=2021-01-31,17:13:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=31.93 RH_SHT2X=32.38 [ADDR=73.93 SEQ=66 TTL=14 RSSI=43 LQI=255]
RTC_T=2021-01-31,17:13:59 NAME=bdd-sink V_IN=3.88 T=0.00  V_MCU=3.08 REPS=
RTC_T=2021-01-31,17:14:00 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=2.67 V_A2=2.83 windSpeed=0.00 ADC_1=-0.008000 [ADDR=252.194 SEQ=128 TTL=15 RSSI=42 LQI=255]
RTC_T=2021-01-31,17:14:00 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=2.67 V_A2=2.83 windSpeed=0.00 ADC_1=-0.008000 [ADDR=252.194 SEQ=128 TTL=14 RSSI=43 LQI=255]
RTC_T=2021-01-31,17:14:56 &: NAME=bdd-gnd E64=fcc23d0000000ea0 V_IN=3.76 #E_wv(V_A1) #E_wv(V_A2) P=869.20 T1=25.75 P0_LST60=0 P0_LST=3 [ADDR=252.194 SEQ=18 TTL=15 RSSI=54 LQI=255]
RTC_T=2021-01-31,17:14:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=31.97 RH_SHT2X=31.29 [ADDR=73.93 SEQ=70 TTL=15 RSSI=39 LQI=255]
RTC_T=2021-01-31,17:14:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=31.97 RH_SHT2X=31.29 [ADDR=73.93 SEQ=70 TTL=14 RSSI=42 LQI=255]
RTC_T=2021-01-31,17:15:01 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.15 V_A2=2.83 windSpeed=0.00 ADC_1=-0.007000 [ADDR=252.194 SEQ=132 TTL=15 RSSI=36 LQI=255]
RTC_T=2021-01-31,17:15:01 &: NAME=bdd-10m E64=fcc23d0000001
